"RCD","Symbol","HGNC_ID","ENSG_stable","Dependence","Evidence","Exp_organism","Pathway","Confidence","Experiments","Caution","UniProtAC","PMID","Remark","Latest_update","Data_source","Gene_type_hgnc_locus_type_or_other"
"Ferroptosis","STAT3","HGNC:11364","ENSG00000168610","_NA_","STAT3 Overexpression Upregulates SLC7A11 and Ameliorates OGD/R-Induced MLE12 Ferroptosis.","Mice","STAT3 :+: SLC7A11, SLC7A11 :+: Cystine, Cystine :+: GSH, GSH :+: GPX4, GPX4 :-: Lipid ROS, Lipid ROS :+: Ferroptosis","Validated",0,"_NA_","P40763","33014271","_NA_",2021-09-10,"FerrDb team","gene with protein product"
"Ferroptosis","ACOT1","HGNC:33128","ENSG00000184227","_NA_","Overexpression of Acot1 in cell lines showed noteworthy protection to ferroptosis, while the knock-down of Acot1 sensitized cardiomyocytes to ferroptosis by DIC.","Mice","ACOT1 :-: Ferroptosis","Validated",0,"_NA_","Q86TX2","32934217","_NA_",2021-09-15,"FerrDb team","gene with protein product"
"Ferroptosis","NFE2L2","HGNC:7782","ENSG00000116044","_NA_","Furthermore, Nfe2l2 (Nrf2) knockdown sensitized cells to ferroptotic cell death.","Rat","Nrf2 :+: SLC7A11, SLC7A11 :+: GSH, GSH :-: Ferroptosis, Nrf2 :+: GCL, GCL :+: GSH, GSH :-: Ferroptosis, Nrf2 :+: FTH1, FTH1 :-: Ferroptosis","Validated",0,"_NA_","Q16236","32937103","Nrf2 in article",2021-09-15,"FerrDb team","gene with protein product"
"Ferroptosis","ALDH3A2","HGNC:403","ENSG00000072210","_NA_","Thus, our results show that loss of Aldh3a2 induces ferroptotic cell death in leukemic cells and is synthetically lethal with GPX4 inhibtion.","Mice","ALDH3A2 :-: Ferroptosis","Validated",0,"_NA_","P51648","32458004","Aldh3a2 in article",2021-09-17,"FerrDb team","gene with protein product"
"Ferroptosis","NFE2L2","HGNC:7782","ENSG00000116044","_NA_","Nrf2 acivation inhibited seawater-induced ferroptosis in MLE-12 cells. Nrf2 deficiency aggravated lung injury and ferroptosis in mice induced by seawater drowning.","Mice","Nrf2 :-: Ferroptosis","Validated",0,"_NA_","Q16236","32907551","Nrf2 in article",2021-09-17,"FerrDb team","gene with protein product"
"Ferroptosis","STK11","HGNC:11389","ENSG00000118046","_NA_","Loss of function of the tumor suppressor LKB1 enhances sensitivity to ferroptosis in human non-small cell lung cancer cells.","Human","LKB1 :+: AMPK, AMPK :-: ACC1, ACC1 :+: FAS, FAS :+: Ferroptosis","Validated",0,"_NA_","Q15831","32883948","LKB1 in article",2021-09-17,"FerrDb team","gene with protein product"
"Ferroptosis","FNDC5","HGNC:20240","ENSG00000160097","_NA_","Serum irisin levels are decreased and negatively correlated with disease severity in patients with sepsis, and irisin treatment suppresses ferroptosis and restores mitochondrial function in experimental sepsis.","Human, mice","Irisin :-: Ferroptosis","Deduced",0,"Irisin is a cleavage protein of fibronectin type III domain 5 (FNDC5).","Q8NAU1","32997405","Irisin in article",2021-09-26,"FerrDb team","gene with protein product"
"Ferroptosis","CircIL4R","_NA_","_NA_","_NA_","CircIL4R knockdown impeded oncogenesis and expedited ferroptosis of HCC cells.","Human","CircIL4R :-: miR-541-3p, miR-541-3p :-: GPX4, GPX4 :-: Ferroptosis","Validated",0,"_NA_","_NA_","32808701","CircIL4R in article",2021-09-27,"FerrDb team","circular RNA"
"Ferroptosis","CDH1","HGNC:1748","ENSG00000039068","_NA_","CDH1 silencing or ZEB1 overexpression increased the susceptibility to ferroptosis, whereas CDH overexpression or ZEB1 silencing decreased the susceptibility, in vitro and in vivo.","Human, mice","CDH1 :-: Ferroptosis","Validated",0,"_NA_","P12830","32896720","_NA_",2021-09-27,"FerrDb team","gene with protein product"
"Ferroptosis","NFE2L2","HGNC:7782","ENSG00000116044","_NA_","NRF2 negatively regulates FOCAD expression. FOCAD enhances the sensitivity of NSCLC cells to the ferroptosis induced by cysteine deprivation, but not GPX4 inhibition.","Human","NFE2L2 :-: FOCAD, FOCAD :+: FAK, FAK :+: Ferroptosis","Validated",0,"_NA_","Q16236","32898818","NRF2 in article",2021-10-08,"FerrDb team","gene with protein product"
"Ferroptosis","MIR214","HGNC:31591","ENSG00000283844","_NA_","PVT1 silencing or miR-214 overexpression significantly reduced infarct size and suppressed ferroptosis in vivo.","Human, mice","MIR214 :-: PVT1, PVT1 :+: Ferroptosis","Validated",0,"_NA_","_NA_","32827544","miR-214 in article",2021-10-13,"FerrDb team","RNA, micro"
"Ferroptosis","NEDD4L","HGNC:7728","ENSG00000049759","_NA_","Here, we screened 571 UPS-related E1, E2, and E3 genes in a human pancreatic cancer cell line (PANC1) and identified the upregulation of NEDD4-like E3 ubiquitin protein ligase (NEDD4L) as a novel ferroptosis suppressor.","Human","NEDD4L :-: LTF, LTF :+: Ferroptosis","Validated",0,"_NA_","Q96PU5","32811647","_NA_",2021-10-14,"FerrDb team","gene with protein product"
"Ferroptosis","SQSTM1","HGNC:11280","ENSG00000161011","_NA_","Taken together, our results indicated that high p62 expression protects SH-SY5Y cells against 6-OHDA-induced ferroptosis.","Human","(SQSTM1/Keap1) :+: Nrf2, Nrf2 :-: Ferroptosis, (SQSTM1/Keap1) :+: HO-1, HO-1 :-: Ferroptosis","Validated",0,"_NA_","Q13501","32770451","_NA_",2021-10-15,"FerrDb team","gene with protein product"
"Ferroptosis","TF","HGNC:11740","ENSG00000091513","_NA_","Trf-LKO mice display iron-deficiency anemia, iron overload in tissues, and susceptibility to liver damage via ferroptosis.","Human, mice","TF :-: Ferroptosis","Validated",0,"Recognized as a driver in other studies.","P02787","32374849","transferrin/Trf in article",2021-10-17,"FerrDb team","gene with protein product"
"Ferroptosis","FTMT","HGNC:17345","ENSG00000181867","_NA_","FTMT and ferritin heavy chain (FTH) cooperated to protect macrophages from RSL-3-induced ferroptosis under hypoxia as this form of cell death is linked to iron metabolism. In hypoxic macrophages either FTMT or FTH was sufficient to protect from ferroptosis","Human","FTMT :-: Ferroptosis","Validated",0,"_NA_","Q8N4E7","32810738","_NA_",2021-10-28,"FerrDb team","gene with protein product"
"Ferroptosis","BRD2","HGNC:1103","ENSG00000204256","_NA_","Inhibition of BET and the proteasome triggers ferroptosis cell death.","Human","BRD2 :-: Ferroptosis","Deduced",0,"_NA_","P25440","32937365","_NA_",2021-10-28,"FerrDb team","gene with protein product"
"Ferroptosis","BRD3","HGNC:1104","ENSG00000169925","_NA_","Inhibition of BET and the proteasome triggers ferroptosis cell death.","Human","BRD3 :-: Ferroptosis","Deduced",0,"_NA_","Q15059","32937365","_NA_",2021-10-28,"FerrDb team","gene with protein product"
"Ferroptosis","BRD4","HGNC:13575","ENSG00000141867","_NA_","Inhibition of BET and the proteasome triggers ferroptosis cell death.","Human","BRD4 :-: Ferroptosis","Deduced",0,"_NA_","O60885","32937365","_NA_",2021-10-28,"FerrDb team","gene with protein product"
"Ferroptosis","BRDT","HGNC:1105","ENSG00000137948","_NA_","Inhibition of BET and the proteasome triggers ferroptosis cell death.","Human","BRDT :-: Ferroptosis","Deduced",0,"_NA_","Q58F21","32937365","_NA_",2021-10-28,"FerrDb team","gene with protein product"
"Ferroptosis","SCD","HGNC:10571","ENSG00000099194","_NA_","Collectively, this study demonstrated that SCD1 could promote tumor growth of gastric cancer cells and protect them from ferroptotic cell death.","Human, mice","SCD :+: SLC7A11, SLC7A11 :-: Ferroptosis, SCD :+: GPX4, GPX4 :-: Ferroptosis","Validated",0,"_NA_","O00767","32726752","SCD1 in article",2021-11-04,"FerrDb team","gene with protein product"
"Ferroptosis","SLC7A11","HGNC:11059","ENSG00000151012","_NA_","Furthermore, we found that SLC7A11 knockdown increased vulnerability of mature MO3.13 cells to ferroptosis.","Human","SLC7A11 :-: Ferroptosis","Validated",0,"_NA_","Q9UPY5","32608563","_NA_",2021-11-05,"FerrDb team","gene with protein product"
"Ferroptosis","DECR1","HGNC:2753","ENSG00000104325","_NA_","Collectively, these results suggest that DECR1 expression protect cells from oxidative stress and that DECR1 knockdown-induced cell death is primarily mediated by induction of ferroptosis.","Human","DECR1 :-: Lipid ROS, Lipid ROS :+: Ferroptosis","Validated",0,"_NA_","Q16698","32686647","_NA_",2021-11-11,"FerrDb team","gene with protein product"
"Ferroptosis","NFE2L2","HGNC:7782","ENSG00000116044","_NA_","Nrf2 inhibition promotes erastin‑induced ferroptosis.","Human","NFE2L2 :+: GSH, GSH :-: Ferroptosis","Validated",0,"_NA_","Q16236","32642794","Nrf2 in article",2021-11-11,"FerrDb team","gene with protein product"
"Ferroptosis","GPX4","HGNC:4556","ENSG00000167468","_NA_","Overexpression of GPX4 significantly reduced lipid peroxidation and cell death in the experimental SAH models both in vivo and in vitro.","Rat","GPX4 :-: Lipid ROS, Lipid ROS :+: Ferroptosis","Validated",0,"_NA_","P36969","32634425","_NA_",2021-11-16,"FerrDb team","gene with protein product"
"Ferroptosis","SLC7A11","HGNC:11059","ENSG00000151012","_NA_","Knockout of SLC7A11 facilitates the process of ferroptosis in colorectal CSCs.","Human","SLC7A11 :+: Cystine, Cystine :-: Ferroptosis, SLC7A11 :+: Glutathione, Glutathione :-: Ferroptosis, SLC7A11 :-: Lipid ROS, Lipid ROS :+: Ferroptosis","Validated",0,"_NA_","Q9UPY5","32621966","_NA_",2021-11-17,"FerrDb team","gene with protein product"
"Ferroptosis","NFE2L2","HGNC:7782","ENSG00000116044","_NA_","Nrf2 inhibits ferroptosis and protects against acute lung injury due to intestinal ischemia reperfusion via regulating SLC7A11 and HO-1.","Mice","NFE2L2 :+: SLC7A11, SLC7A11 :-: Ferroptosis, NFE2L2 :+: HO-1, HO-1 :-: Ferroptosis","Validated",0,"_NA_","Q16236","32601262","Nrf2 in article.",2021-11-17,"FerrDb team","gene with protein product"
"Ferroptosis","GLRX5","HGNC:20134","ENSG00000182512","_NA_","Inhibition of GLRX5 promotes ferroptotic cell death of HNC cells.","Human, mice","GLRX5 :-: Lipid ROS, Lipid ROS :+: Ferroptosis","Validated",0,"_NA_","Q86SX6","32685019","_NA_",2021-11-20,"FerrDb team","gene with protein product"
"Ferroptosis","GPX4","HGNC:4556","ENSG00000167468","_NA_","Glutathione peroxidase (GPX4) is critical for the reduction of toxic lipid hydroperoxides to their corresponding non-deleterious alcohols at the expense of reduced glutathione and thereby prevents cellular damage and induction of ferroptosis.","Human","GPX4 :-: Ferroptosis","Validated",0,"_NA_","P36969","32577235","_NA_",2021-11-21,"FerrDb team","gene with protein product"
"Ferroptosis","NCOA3","HGNC:7670","ENSG00000124151","_NA_","NCOA3 as a coactivator synergized with NR5A2 to prevent BETi induced ferroptosis.","Human","NCOA3 :-: Lipid ROS, Lipid ROS :+: Ferroptosis","Deduced",0,"_NA_","Q9Y6Q9","32536370","_NA_",2021-11-26,"FerrDb team","gene with protein product"
"Ferroptosis","NR5A2","HGNC:7984","ENSG00000116833","_NA_","NCOA3 as a coactivator synergized with NR5A2 to prevent BETi induced ferroptosis.","Human","NR5A2 :-: Lipid ROS, Lipid ROS :+: Ferroptosis","Deduced",0,"_NA_","O00482","32536370","_NA_",2021-11-26,"FerrDb team","gene with protein product"
"Ferroptosis","GPX4","HGNC:4556","ENSG00000167468","_NA_","GPX4 depletion induces autophagy-dependent ferroptosis.","Human","GPX4 :-: Lipid ROS, Lipid ROS :+: Ferroptosis","Validated",0,"_NA_","P36969","32457486","_NA_",2021-11-30,"FerrDb team","gene with protein product"
"Ferroptosis","MTOR","HGNC:3942","ENSG00000198793","_NA_","MTOR inhibitor induces GPX4 protein degradation. Interplay between MTOR and GPX4 signaling modulates autophagy dependent ferroptotic cancer cell death.","Human","MTOR :+: GPX4, GPX4 :-: Ferroptosis","Deduced",0,"_NA_","P42345","32457486","_NA_",2021-12-01,"FerrDb team","gene with protein product"
"Ferroptosis","PANX2","HGNC:8600","ENSG00000073150","_NA_","PANX2 Silencing Promotes Ferroptosis in PCa Cells.","Human","PANX2 :-: Fe2, Fe2 :+: Ferroptosis, PANX2 :-: MDA, MDA :+: Ferroptosis","Validated",0,"_NA_","Q96RD6","32547072","_NA_",2021-12-01,"FerrDb team","gene with protein product"
"Ferroptosis","RHEBP1","HGNC:10010","ENSG00000229927","_NA_","Rheb1 protects against cisplatin-induced tubular cell death and acute kidney injury via maintaining mitochondrial homeostasis.","Human, mice","RHEBP1 :-: Ferroptosis","Validated",0,"Many studies revealed that apoptosis, necroptosis as well as ferroptosis all contribute to cisplatin-induced tubular cell death and AKI.","_NA_","32404875","Rheb1 in article.",2021-12-02,"FerrDb team","pseudogene"
"Ferroptosis","TFAP2A","HGNC:11742","ENSG00000137203","_NA_","TFAP2A Inhibition Promotes Ferroptosis.","Human","TFAP2A :-: Fe2+, Fe2+ :+: Ferroptosis","Validated",0,"_NA_","P05549","32432738","_NA_",2021-12-09,"FerrDb team","gene with protein product"
"Ferroptosis","CP","HGNC:2295","ENSG00000047457","_NA_","Ceruloplasmin suppresses ferroptosis by regulating iron homeostasis in hepatocellular carcinoma cells.","Human","CP :-: Fe2+, Fe2+ :+: Ferroptosis, CP :-: Lipid ROS, Lipid ROS :+: Ferroptosis","Validated",0,"_NA_","P00450","32283255","_NA_",2021-12-09,"FerrDb team","gene with protein product"
"Ferroptosis","SLC7A11","HGNC:11059","ENSG00000151012","_NA_","Collectively, these data suggest that SLC7A11 inhibits the ferroptosis induced by IMCA.","Human","SLC7A11 :-: Lipid ROS, Lipid ROS :+: Ferroptosis","Validated",0,"_NA_","Q9UPY5","32322334","_NA_",2021-12-15,"FerrDb team","gene with protein product"
"Ferroptosis","ARF6","HGNC:659","ENSG00000165527","_NA_","Abrogation of ARF6 promotes RSL3-induced ferroptosis and mitigates gemcitabine resistance in pancreatic cancer cells.","Human","ARF6 :-: ACSL4, ACSL4 :+: Ferroptosis","Validated",0,"_NA_","P62330","32368394","_NA_",2021-12-16,"FerrDb team","gene with protein product"
"Ferroptosis","GDF15","HGNC:30142","ENSG00000130513","_NA_","GDF15 knockdown promotes erastin-induced ferroptosis by decreasing SLC7A11 expression.","Human","GDF15 :+: SLC7A11, SLC7A11 :-: Ferroptosis, GDF15 :+: System Xc-, System Xc- :-: Ferroptosis","Validated",0,"_NA_","Q99988","32209255","_NA_",2021-12-17,"FerrDb team","gene with protein product"
"Ferroptosis","ABHD12","HGNC:15868","ENSG00000100997","_NA_","Blockade of the lysophosphatidylserine lipase ABHD12 potentiates ferroptosis in cancer cells.","Human","ABHD12 :-: Ferroptosis","Validated",0,"_NA_","Q8N2K0","32195565","_NA_",2021-12-17,"FerrDb team","gene with protein product"
"Ferroptosis","PPP1R13L","HGNC:18838","ENSG00000104881","_NA_","iASPP overexpression inhibits ferroptosis, and iASPP knockdown promotes ferroptosis in vivo.","Mice","PPP1R13L :+: Nrf2, Nrf2 :-: Ferroptosis","Validated",0,"_NA_","Q8WUF5","32203170","iASPP in article.",2021-12-19,"FerrDb team","gene with protein product"
"Ferroptosis","TFAM","HGNC:11741","ENSG00000108064","_NA_","Zalcitabine-induced TFAM degradation promotes ferroptosis.","Human","TFAM :-: Ferroptosis","Validated",0,"_NA_","Q00059","32186434","_NA_",2021-12-19,"FerrDb team","gene with protein product"
"Ferroptosis","KDM3B","HGNC:1337","ENSG00000120733","_NA_","Overexpressed KDM3B prevents cells from Erastin-induced ferroptosis.","Human","KDM3B :+: SLC7A11, SLC7A11 :-: Ferroptosis","Validated",0,"_NA_","Q7LBC6","32107878","_NA_",2021-12-20,"FerrDb team","gene with protein product"
"Ferroptosis","RNF113A","HGNC:12974","ENSG00000125352","_NA_","RNF113A deficiency indeed potentiated the production of lipid ROS, which accumulate in cells undergoing ferroptosis, upon Cisplatin stimulation, as evidenced by the quantification of BODIPY-C11 staining.","Human","RNF113A :-: Lipid ROS, Lipid ROS :+: Ferroptosis","Validated",0,"_NA_","O15541","32152280","_NA_",2021-12-20,"FerrDb team","gene with protein product"
"Ferroptosis","PARK7","HGNC:16369","ENSG00000116288","_NA_","DJ-1 suppresses ferroptosis through preserving the activity of S-adenosyl homocysteine hydrolase.","Human","PARK7 :-: Lipid ROS, Lipid ROS :+: Ferroptosis, PARK7 :+: GSH, GSH :-: Ferroptosis, PARK7 :+: AHCY, AHCY :-: Ferroptosis","Validated",0,"_NA_","Q99497","32144268","DJ-1 in article.",2021-12-21,"FerrDb team","gene with protein product"
"Ferroptosis","AHCY","HGNC:343","ENSG00000101444","_NA_","Suppression of SAHH expression by RNA interference also promoted erastin-induced accumulation of lipid ROS (Fig. 5i, j), which phenocopied the DJ-1 KD effect.","Human","AHCY :-: Lipid ROS, Lipid ROS :+: Ferroptosis","Deduced",0,"_NA_","P23526","32144268","SAHH in article.",2021-12-21,"FerrDb team","gene with protein product"
"Ferroptosis","FXN","HGNC:3951","ENSG00000165060","_NA_","Suppression of FXN enhanced erastin-induced ferroptosis.","Human","FXN :-: Lipid ROS, Lipid ROS :+: Ferroptosis, FXN :-: labile iron, labile iron :+: Ferroptosis","Validated",0,"_NA_","Q16595","32169822","_NA_",2021-12-22,"FerrDb team","gene with protein product"
"Ferroptosis","circ-TTBK2","HGNC:19141","ENSG00000128881","_NA_","Knockdown of circ-TTBK2 suppressed cell proliferation, invasion, and promoted ferroptosis in glioma cells.","Human","circ-TTBK2 :-: Lipid ROS, Lipid ROS :+: Ferroptosis, circ-TTBK2 :+: ITGB8, ITBG8 :-: Ferroptosis","Validated",0,"_NA_","Q6IQ55","32196629","circ-TTBK2",2021-12-22,"FerrDb team","circular RNA"
"Ferroptosis","MIR522","HGNC:32127","ENSG00000283685","_NA_","CAFs secreted exo-miR-522 suppresses ferroptosis of GC cells.","Human","MIR522 :-: Lipid ROS, Lipid ROS :+: Ferroptosis","Validated",0,"_NA_","_NA_","32106859","miR-522 in article.",2021-12-22,"FerrDb team","RNA, micro"
"Ferroptosis","IDH2","HGNC:5383","ENSG00000182054","_NA_","Knockdown of IDH2 promotes ferroptosis in cells treated with erastin.","Human, mice","IDH2 :-: Lipid ROS, Lipid ROS :+: Ferroptosis","Validated",0,"_NA_","P48735","32089268","_NA_",2021-12-30,"FerrDb team","gene with protein product"
"Ferroptosis","PPARA","HGNC:9232","ENSG00000186951","_NA_","In the p53 KO derivatives of both HT-1080 and SK-Hep1 cells, increased PPARα activity suppressed ferroptosis (Fig. 6C, D), while decreased PPARα activity increased their sensitivity to ferroptosis (Fig. 6E,F).","Human","PPARA :-: Ferroptosis","Validated",0,"_NA_","Q07869","32079652","PPARα in article.",2021-12-30,"FerrDb team","gene with protein product"
"Ferroptosis","NOS2","HGNC:7873","ENSG00000007171","_NA_","Knockdown (KD) of iNOS caused increased sensitivity of M1 RAW 264.7 macrophages and EOC 20 cells to RSL3 induced death that was effectively suppressed by Fer-1.","Mice","NOS2 :-: Lipid ROS, Lipid ROS :+: Ferroptosis","Validated",0,"_NA_","P35228","32080625","iNOS in article.",2021-12-30,"FerrDb team","gene with protein product"
"Ferroptosis","SIAH2","HGNC:10858","ENSG00000181788","_NA_","Additionally SIAH2-deficient cells are also characterized by reduced expression levels of glutathione peroxidase 4 (GPX4), rendering the knock-out cells more sensitive to ferroptosis.","Human","SIAH2 :+: GPX4, GPX4 :-: Ferroptosis","Validated",0,"_NA_","O43255","32042051","_NA_",2021-12-30,"FerrDb team","gene with protein product"
"Ferroptosis","RELA","HGNC:9955","ENSG00000173039","_NA_","Deficiency of IEC NF-κBp65 led to upregulated ER stress-mediated ferroptosis in colitis","Mice","RELA :-: ER stress, ER stress :+: Ferroptosis","Validated",0,"_NA_","Q04206","32015337","NF-κBp65 in article.",2021-12-31,"FerrDb team","gene with protein product"
"Ferroptosis","PRKAA2","HGNC:9377","ENSG00000162409","_NA_","AMPK inactivation sensitizes cancer cells to ferroptotic cell death.","Human","PRKAA2 :+: phosphorylation of ACC, phosphorylation of ACC :-: Ferroptosis, PRKAA2 :-: PUFA-containing lipid biosynthesis, PUFA-containing lipid biosynthesis :+: Ferroptosis","Validated",0,"_NA_","P54646","32029897","AMPK in article.",2021-12-30,"FerrDb team","gene with protein product"
"Ferroptosis","VDR","HGNC:12679","ENSG00000111424","_NA_","VDR activation attenuate cisplatin induced AKI by inhibiting ferroptosis.","Mice","VDR :-: Lipid ROS, Lipid ROS :+: Ferroptosis, VDR :+: GPX4, GPX4 :-: Ferroptosis","Validated",0,"_NA_","P11473","31996668","_NA_",2021-12-30,"FerrDb team","gene with protein product"
"Ferroptosis","NEDD4","HGNC:7727","ENSG00000069869","_NA_","Nedd4 negatively regulates erastin-induced ferroptosis.","Human","NEDD4 :-: Lipid ROS, Lipid ROS :+: Ferroptosis, NEDD4 :-: iron accumulation, iron accumulation :+: Ferroptosis, NEDD4 :+: GSH, GSH :-: Ferroptosis, NEDD4 :-: GSSG, GSSG :+: Ferroptosis","Validated",0,"_NA_","P46934","31974380","Nedd4 in article.",2021-12-30,"FerrDb team","gene with protein product"
"Ferroptosis","FXN","HGNC:3951","ENSG00000165060","_NA_","FXN deficiency impairs thermogenesis and adipogenesis and increases susceptibility to ferroptosis in cultured adipocytes.","Mice","FXN :-: Lipid ROS, Lipid ROS :+: Ferroptosis","Validated",0,"_NA_","Q16595","31974344","_NA_",2021-12-30,"FerrDb team","gene with protein product"
"Ferroptosis","AIFM2","HGNC:21411","ENSG00000042286","_NA_","AIFM2 blocks ferroptosis independent of ubiquinol metabolism.","Human","AIFM2 :+: ESCRT-III, ESCRT-III :-: Ferroptosis","Validated",0,"_NA_","Q9BRQ8","31964528","_NA_",2021-12-30,"FerrDb team","gene with protein product"
"Ferroptosis","PRDX1","HGNC:9352","ENSG00000117450","_NA_","Consistent with our previous observation, loss of PRDX1 was sufficient to induce a significant increase in lipid peroxidation (Fig. 3B).","Human","PRDX1 :-: Lipid ROS, Lipid ROS :+: Ferroptosis","Deduced",0,"_NA_","Q06830","31901729","_NA_",2022-01-07,"FerrDb team","gene with protein product"
"Ferroptosis","AR","HGNC:644","ENSG00000169083","_NA_","Furthermore, overexpression of AR prevented ferroptosis in the presence of GPX4.","Human","AR :+: GPX4, GPX4 :-: Lipid ROS, Lipid ROS :+: Ferroptosis","Validated",0,"_NA_","P10275","31896509","_NA_",2022-01-07,"FerrDb team","gene with protein product"
"Ferroptosis","CBS","HGNC:1550","ENSG00000160200","_NA_","CBS RNAi-induced cell death was also blocked by Fer-1 and Lip-1, indicating that inhibition of CBS in the context of system Xc- blockage caused ferroptosis.","Human","CBS :+: GSH, GSH :-: Ferroptosis, CBS :-: Lipid ROS, Lipid ROS :+: Ferroptosis","Validated",0,"_NA_","P35520","31819185","_NA_",2022-01-07,"FerrDb team","gene with protein product"
"Ferroptosis","NFE2L2","HGNC:7782","ENSG00000116044","_NA_","Genetically repression of NRF2 enhanced ferroptosis susceptibility.","Human","NFE2L2 :+: CBS, CBS :-: Ferroptosis, NFE2L2 :+: GSH, GSH :-: Ferroptosis, NFE2L2 :-: MDA, MDA :+: Ferroptosis","Validated",0,"_NA_","Q16236","31819185","NRF2 in article.",2022-01-07,"FerrDb team","gene with protein product"
"Ferroptosis","CHMP5","HGNC:26942","ENSG00000086065","_NA_","Compared to the control shRNA group, suppressing CHMP5 or CHMP6 expression by shRNA increased erastin- or RSL3-induced cell death (Fig. 3B), indicating that ESCRT-III plays a pro-survival role in ferroptosis.","Human","CHMP5 :-: HMGB1, HMGB1 :+: Ferroptosis","Validated",0,"_NA_","Q9NZZ3","31761326","_NA_",2022-01-07,"FerrDb team","gene with protein product"
"Ferroptosis","CHMP6","HGNC:25675","ENSG00000176108","_NA_","Compared to the control shRNA group, suppressing CHMP5 or CHMP6 expression by shRNA increased erastin- or RSL3-induced cell death (Fig. 3B), indicating that ESCRT-III plays a pro-survival role in ferroptosis.","Human","CHMP6 :-: HMGB1, HMGB1 :+: Ferroptosis","Validated",0,"_NA_","Q96FZ7","31761326","_NA_",2022-01-07,"FerrDb team","gene with protein product"
"Ferroptosis","HMOX1","HGNC:5013","ENSG00000100292","_NA_","WT MEFs became more sensitive to ferroptosis by knockdown of Hmox1 than cells with control knockdown (Figs. S5D, S6D, and S7D).","Mice","HMOX1 :-: Ferroptosis","Validated",0,"_NA_","P09601","31740582","_NA_",2022-01-07,"FerrDb team","gene with protein product"
"Ferroptosis","ZFP36","HGNC:12862","ENSG00000128016","_NA_","RNA-binding protein ZFP36/TTP protects against ferroptosis by regulating autophagy signaling pathway in hepatic stellate cells.","Human, mice","ZFP36 :-: iron levels, iron levels :+: Ferroptosis, ZFP36 :-: Lipid ROS, Lipid ROS :+: Ferroptosis, ZFP36 :+: GSH, GSH :-: Ferroptosis, ZFP36 :-: MDA, MDA :+: Ferroptosis","Validated",0,"_NA_","P26651","31679460","_NA_",2022-01-07,"FerrDb team","gene with protein product"
"Ferroptosis","LAMP2","HGNC:6501","ENSG00000005893","_NA_","Lysosome-associated membrane protein-2 deficiency increases the risk of reactive oxygen species-induced ferroptosis in retinal pigment epithelial cells.","Human","LAMP2 :+: GSH, GSH :-: Ferroptosis, LAMP2 :-: Lipid ROS, Lipid ROS :+: Ferroptosis","Validated",0,"_NA_","P13473","31672277","_NA_",2022-01-10,"FerrDb team","gene with protein product"
"Ferroptosis","MTF1","HGNC:7428","ENSG00000188786","_NA_","Importantly, MTF1 silencing also abolished the ferroptosis protection phenotypes of ATM silencing (Fig. 5c).","Human","MTF1 :-: ATM, ATM :-: FPN1, FPN1 :-: Fe, ATM :-: FTH1, FTH1 :-: Fe, ATM :-: FTL, FTL :-: Fe, Fe :+: Ferroptosis","Validated",0,"_NA_","Q14872","31320750","_NA_",2022-01-10,"FerrDb team","gene with protein product"
"Ferroptosis","COPZ1","HGNC:2243","ENSG00000111481","_NA_","Knockdown of COPZ1 causes ferroptosis in GBM cells.","Human","COPZ1 :-: NCOA4, NCOA4 :-: ferritin, ferritin :-: ferrous iron, ferrous iron :+: Ferroptosis","Validated",0,"_NA_","P61923","33420375","_NA_",2022-01-19,"FerrDb team","gene with protein product"
"Ferroptosis","NUPR1","HGNC:29990","ENSG00000176046","_NA_","NUPR1 is a critical repressor of ferroptosis.","Human","NUPR1 :-: Lipid ROS, Lipid ROS :+: Ferroptosis, NUPR1 :+: LCN2, LCN2 :-: Fe2, Fe2 :+: Ferroptosis, NUPR1 :+: LCN2, LCN2 :-: MDA, MDA :+: Ferroptosis","Validated",0,"_NA_","O60356","33510144","_NA_",2022-01-26,"FerrDb team","gene with protein product"
"Ferroptosis","USP35","HGNC:20061","ENSG00000118369","_NA_","USP35 knockdown promotes ferroptosis in lung cancer cells.","Human","USP35 :+: FPN, FPN :-: Fe2, Fe2 :+: Ferroptosis","Validated",0,"_NA_","Q9P2H5","33931967","_NA_",2022-01-26,"FerrDb team","gene with protein product"
"Ferroptosis","HSF1","HGNC:5224","ENSG00000185122","_NA_","HSF1 inhibition sensitizes cancer cells to ferroptotic cell death.","Human","HSF1 :+: PROM2, PROM2 :-: Ferroptosis","Validated",0,"_NA_","Q00613","34223704","_NA_",2022-02-12,"FerrDb team","gene with protein product"
"Ferroptosis","PROM2","HGNC:20685","ENSG00000155066","_NA_","Together, these data indicate that cells can resist ferroptosis by activating p38 and, consequently, inducing prominin2.","Human","PROM2 :-: Ferroptosis","Validated",0,"_NA_","Q8N271","34223704","_NA_",2022-02-12,"FerrDb team","gene with protein product"
"Ferroptosis","PLA2G6","HGNC:9039","ENSG00000184381","_NA_","These results demonstrate that iPLA2β acts as a major ferroptosis repressor in a GPX4-independent manner.","Human","PLA2G6 :-: Lipid ROS, Lipid ROS :+: Ferroptosis","Validated",0,"_NA_","O60733","34131139","iPLA2β in article.",2022-02-23,"FerrDb team","gene with protein product"
