"RCD","Symbol_or_reported_abbr","HGNC_ID","ENSG_stable","Dependence","Evidence","Exp_organism","Pathway","Confidence","Experiments","Caution","UniProtAC","PMID","Remark","Latest_update","Data_source","Gene_type_hgnc_locus_type_or_other"
"Ferroptosis","CYB5R1","HGNC:13397","ENSG00000159348","_NA_","The oxidoreductases POR and CYB5R1 are required for ferroptosis. Genetic knockout of POR and CYB5R1 decreases cellular hydrogen peroxide generation, preventing lipid peroxidation and ferroptosis.","Human","CYB5R1 :+: hydrogen peroxide, hydrogen peroxide :+: PUFA peroxidation, PUFA peroxidation :+: Ferroptosis","Validated",0,"_NA_","_NA_","33321093","_NA_",2021-07-14,"FerrDb team","gene with protein product"
"Ferroptosis","ELOVL5","HGNC:21308","ENSG00000012660","_NA_","Biochemical and lipidomics analyses support the hypothesis that ELOVL5 and FADS1 are required to maintain intracellular levels of AA and AdA and promote ferroptosis.","Human","ELOVL5 :+: Arachidonic acid, Arachidonic acid :+: Ferroptosis","Validated",0,"_NA_","_NA_","33288688","_NA_",2021-07-21,"FerrDb team","gene with protein product"
"Ferroptosis","FADS1","HGNC:3574","ENSG00000149485","_NA_","Biochemical and lipidomics analyses support the hypothesis that ELOVL5 and FADS1 are required to maintain intracellular levels of AA and AdA and promote ferroptosis.","Human","FADS1 :+: Arachidonic acid, Arachidonic acid :+: Ferroptosis","Validated",0,"_NA_","_NA_","33288688","_NA_",2021-07-21,"FerrDb team","gene with protein product"
"Ferroptosis","ALOX12","HGNC:429","ENSG00000108839","_NA_","Hydrogen sulfide guards myoblasts from ferroptosis by inhibiting ALOX12 acetylation.","Mice","ALOX12 :+: Lipid peroxide, Lipid peroxide :+: Ferroptosis","Deduced",0,"_NA_","_NA_","33290842","_NA_",2021-07-21,"FerrDb team","gene with protein product"
"Ferroptosis","FBXW7","HGNC:16712","ENSG00000109670","_NA_","Results revealed that FBW7 regulated lipid peroxidation and promoted ferroptosis, a non-apoptotic form of cell death.","Human","FBXW7 :-: (NR4A1/SCD1), (NR4A1/SCD1) :+: SCD1, SCD1 :-: Ferroptosis","Validated",0,"_NA_","_NA_","33271455","_NA_",2021-08-02,"FerrDb team","gene with protein product"
"Ferroptosis","PTEN","HGNC:9588","ENSG00000171862","_NA_","Notably, we found that cancer cells carrying PIK3CA activating mutation or PTEN deletion appeared to be more resistant to RSL3. These mutations lead to the activation of the oncogenic PI3K-AKT signaling pathway. Therefore, sustained activation of the PI3K-AKT-mTOR pathway protects cancer cells from ferroptotic cell death.","Human","PTEN :-: PI3K-AKT pathway, PI3K-AKT pathway :-: Ferroptosis","Deduced",0,"_NA_","_NA_","33229547","_NA_",2021-08-02,"FerrDb team","gene with protein product"
"Ferroptosis","NR1D1","HGNC:7962","ENSG00000126368","_NA_","Targeted inhibition of Rev-erb-α/β limits ferroptosis to ameliorate folic acid-induced AKI in mice.","Mice","(NR1D1/RORE) :-: SLC7A11, SLC7A11 :-: Ferroptosis, (NR1D1/RORE) :-: HO1, HO1 :-: Ferroptosis","Deduced",0,"The homologous mice gene is validated.","_NA_","33068011","Rev-erb-α in article",2021-08-04,"FerrDb team","gene with protein product"
"Ferroptosis","NR1D2","HGNC:7963","ENSG00000174738","_NA_","Targeted inhibition of Rev-erb-α/β limits ferroptosis to ameliorate folic acid-induced AKI in mice.","Mice","(NR1D2/RORE) :-: SLC7A11, SLC7A11 :-: Ferroptosis, (NR1D2/RORE) :-: HO1, HO1 :-: Ferroptosis","Deduced",0,"The homologous mice gene is validated.","_NA_","33068011","Rev-erb-β in article",2021-08-04,"FerrDb team","gene with protein product"
"Ferroptosis","TBK1","HGNC:11584","ENSG00000183735","_NA_","hTBK1-c.978T>A mutation significantly inhibited the proliferation of NSC-34 cells via inducing cell ferroptosis, while the effect of TBK1 mutation was notably reversed by Ferrostatin-1 or p62 siRNA.","Mice","TBK1-c.978T>A :+: KEAP1, KEAP1 :+: Ferroptosis","Validated",0,"TBK1-c.978T>A mutation.","_NA_","33312375","_NA_",2021-08-09,"FerrDb team","gene with protein product"
"Ferroptosis","IL6","HGNC:6018","ENSG00000136244","_NA_","IL-6 exposure caused cartilage cell ferroptosis by inducing cellular oxidative stress and disturbing iron homeostasis. Overexpressing miR-10a-5p suppressed IL-6R expression, and partially abolished IL-6-induced ferroptosis.","Human, mice","IL-6 :-: miR-10a-5p, miR-10a-5p :-: IL-6R, IL-6R :+: Ferroptosis","Validated",0,"_NA_","_NA_","33166496","IL-6 in article",2021-08-11,"FerrDb team","gene with protein product"
"Ferroptosis","USP7","HGNC:12630","ENSG00000187555","_NA_","USP7 promotes ferroptosis in the I/R-treated hearts via activation of p53/TfR1 pathway.","Rat","USP7 :+: p53/TfR1, p53/TfR1 :+: Ferroptosis","Validated",0,"_NA_","_NA_","33157209","_NA_",2021-08-21,"FerrDb team","gene with protein product"
"Ferroptosis","miR-182-5p","_NA_","_NA_","_NA_","In conclusion, we demonstrated that I/R induced upregulation of miR-182-5p and miR-378a-3p, leading to activation of ferroptosis in renal injury through downregulation of GPX4 and SLC7A11.","Human, rat","miR-182-5p :-: GPX4, GPX4 :-: Ferroptosis","Validated",0,"_NA_","_NA_","33116120","_NA_",2021-08-23,"FerrDb team","RNA, micro"
"Ferroptosis","miR-378a-3p","_NA_","_NA_","_NA_","In conclusion, we demonstrated that I/R induced upregulation of miR-182-5p and miR-378a-3p, leading to activation of ferroptosis in renal injury through downregulation of GPX4 and SLC7A11.","Human, rat","miR-378a-3p :-: SLC7A11, SLC7A11 :-: Ferroptosis","Validated",0,"_NA_","_NA_","33116120","_NA_",2021-08-23,"FerrDb team","RNA, micro"
"Ferroptosis","CTSB","HGNC:2527","ENSG00000164733","_NA_","Mechanistically, nuclear CTSB accumulation causes DNA damage and subsequent activation of the stimulator of interferon response CGAMP interactor 1 (STING1/STING)-dependent DNA sensor pathway, which ultimately leads to autophagy-dependent ferroptosis.","Human, mice","CTSB :+: DNA damage, DNA damage :+: DNA sensor pathway, DNA sensor pathway :+: Ferroptosis","Deduced",0,"_NA_","_NA_","33268027","_NA_",2021-08-25,"FerrDb team","gene with protein product"
"Ferroptosis","ACSL4","HGNC:3571","ENSG00000068366","_NA_","Inhibition of ACSL4 attenuates ferroptotic damage after pulmonary ischemia-reperfusion.","Human, mice","ACSL4 :-: GPX4, GPX4 :-: Ferroptosis","Deduced",0,"_NA_","_NA_","33070393","_NA_",2021-08-27,"FerrDb team","gene with protein product"
"Ferroptosis","ATF4","HGNC:786","ENSG00000128272","_NA_","We identify ATF4 as differentially expressed in P47 and S47 cells and show that ATF4 can reverse the redox status and rescue metabolism of S47 cells, as well as increase sensitivity to ferroptosis.","Human, mice","ATF4 :+: Ferroptosis","Validated",0,"_NA_","_NA_","33055209","_NA_",2021-08-30,"FerrDb team","gene with protein product"
"Ferroptosis","BECN1","HGNC:1034","ENSG00000126581","_NA_","Beclin1 haploinsufficiency rescues low ambient temperature-induced cardiac remodeling and contractile dysfunction through inhibition of ferroptosis and mitochondrial injury.","Mice","BECN1 :+: Ferroptosis","Deduced",0,"_NA_","_NA_","33058849","Beclin1 in article",2021-08-30,"FerrDb team","gene with protein product"
"Ferroptosis","AQP3","HGNC:636","ENSG00000165272","_NA_","Further, we observed that aquaporin (AQP) 3, 5, and 8 bind nicotinamide-adenine dinucleotide phosphate oxidase 2 and regulate the permeability of extracellular H2O2, thereby contributing to ferroptosis.","_NA_","(AQP3/NOX2) :+: H2O2, H2O2 :+: Ferroptosis","Deduced",0,"_NA_","_NA_","33017631","_NA_",2021-09-01,"FerrDb team","gene with protein product"
"Ferroptosis","AQP5","HGNC:638","ENSG00000161798","_NA_","Further, we observed that aquaporin (AQP) 3, 5, and 8 bind nicotinamide-adenine dinucleotide phosphate oxidase 2 and regulate the permeability of extracellular H2O2, thereby contributing to ferroptosis.","_NA_","(AQP5/NOX2) :+: H2O2, H2O2 :+: Ferroptosis","Deduced",0,"_NA_","_NA_","33017631","_NA_",2021-09-01,"FerrDb team","gene with protein product"
"Ferroptosis","AQP8","HGNC:642","ENSG00000103375","_NA_","Further, we observed that aquaporin (AQP) 3, 5, and 8 bind nicotinamide-adenine dinucleotide phosphate oxidase 2 and regulate the permeability of extracellular H2O2, thereby contributing to ferroptosis.","_NA_","(AQP8/NOX2) :+: H2O2, H2O2 :+: Ferroptosis","Deduced",0,"_NA_","_NA_","33017631","_NA_",2021-09-01,"FerrDb team","gene with protein product"
"Ferroptosis","LINC00618","HGNC:20110","ENSG00000225163","_NA_","LINC00618 also accelerates ferroptosis by increasing the levels of lipid reactive oxygen species (ROS) and iron, two surrogate markers of ferroptosis, and decreasing the expression of solute carrier family 7 member 11 (SLC7A11)","Human, mice","LINC00618 :+: Lipid ROS, Lipid ROS :+: Ferroptosis,  LINC00618 :+: Iron, Iron :+: Ferroptosis, LINC00618 :-: SLC7A11, SLC7A11 :-: Ferroptosis","Validated",0,"_NA_","_NA_","33002417","LINC00618 in article",2021-09-08,"FerrDb team","RNA, long non-coding"
"Ferroptosis","IREB2","HGNC:6115","ENSG00000136381","_NA_","Further studies have found that ART could lead to the accumulation of IRP 2 a in hepatic stellate cell by inhibiting the ubiquitination of it, thus inducing the increase of iron in HSC (hepatic stellate cell), which could product a large number of ROS (reactive oxide species), resulting the occurrence of ferroptosis in cells.","Human","IRP2 :+: Fe, Fe :+: ROS, ROS :+: Ferroptosis","Deduced",0,"_NA_","_NA_","32947011","IRP2 in article",2021-09-13,"FerrDb team","gene with protein product"
"Ferroptosis","MT1DP","HGNC:7396","ENSG00000205361","_NA_","We found that ectopic expression of MT1DP sensitized A549 and H1299 cells to erastin-induced ferroptosis through downregulation of NRF2.","Human","MT1DP :+: miR-365a-3p, miR-365a-3p :-: NRF2, NRF2 :-: Ferroptosis","Validated",0,"_NA_","_NA_","32929075","_NA_",2021-09-15,"FerrDb team","pseudogene"
"Ferroptosis","ACSL4","HGNC:3571","ENSG00000068366","_NA_","_NA_","Human","ACSL4 :+: Ferroptosis","Screened",0,"_NA_","_NA_","32939090","Top gene in genome-wide CRISPR screens",2021-09-26,"FerrDb team","gene with protein product"
"Ferroptosis","PEX10","HGNC:8851","ENSG00000157911","_NA_","Genome-wide CRISPR screens identify peroxisome components as contributors to ferroptosis susceptibility.","Human, mice","PEX10 :+: PUFA-ePLs, PUFA-ePLs :+: Ferroptosis","Validated",0,"_NA_","_NA_","32939090","_NA_",2021-09-26,"FerrDb team","gene with protein product"
"Ferroptosis","KEAP1","HGNC:23177","ENSG00000079999","_NA_","_NA_","Human","KEAP1 :+: Ferroptosis","Screened",0,"_NA_","_NA_","32939090","Top gene in genome-wide CRISPR screens",2021-09-26,"FerrDb team","gene with protein product"
"Ferroptosis","AGPAT3","HGNC:326","ENSG00000160216","_NA_","_NA_","Human","AGPAT3 :+: Ferroptosis","Screened",0,"_NA_","_NA_","32939090","Top gene in genome-wide CRISPR screens",2021-09-26,"FerrDb team","gene with protein product"
"Ferroptosis","PEX12","HGNC:8854","ENSG00000108733","_NA_","Genome-wide CRISPR screens identify peroxisome components as contributors to ferroptosis susceptibility.","Human","PEX12 :+: PUFA-ePLs, PUFA-ePLs :+: Ferroptosis","Validated",0,"_NA_","_NA_","32939090","_NA_",2021-09-26,"FerrDb team","gene with protein product"
"Ferroptosis","CHP1","HGNC:17433","ENSG00000187446","_NA_","_NA_","Human","CHP1 :+: Ferroptosis","Screened",0,"_NA_","_NA_","32939090","Top gene in genome-wide CRISPR screens",2021-09-26,"FerrDb team","gene with protein product"
"Ferroptosis","GPAT4","HGNC:20880","ENSG00000158669","_NA_","_NA_","Human","AGPAT6 :+: Ferroptosis","Screened",0,"_NA_","_NA_","32939090","AGPAT6 in article; Top gene in genome-wide CRISPR screens",2021-09-26,"FerrDb team","gene with protein product"
"Ferroptosis","BRPF1","HGNC:14255","ENSG00000156983","_NA_","_NA_","Human","BRPF1 :+: Ferroptosis","Screened",0,"_NA_","_NA_","32939090","Top gene in genome-wide CRISPR screens",2021-09-26,"FerrDb team","gene with protein product"
"Ferroptosis","OSBPL9","HGNC:16386","ENSG00000117859","_NA_","_NA_","Human","OSBPL9 :+: Ferroptosis","Screened",0,"_NA_","_NA_","32939090","Top gene in genome-wide CRISPR screens",2021-09-26,"FerrDb team","gene with protein product"
"Ferroptosis","INTS2","HGNC:29241","ENSG00000108506","_NA_","_NA_","Human","INTS2 :+: Ferroptosis","Screened",0,"_NA_","_NA_","32939090","Top gene in genome-wide CRISPR screens",2021-09-26,"FerrDb team","gene with protein product"
"Ferroptosis","MMD","HGNC:7153","ENSG00000108960","_NA_","_NA_","Human","MMD :+: Ferroptosis","Screened",0,"_NA_","_NA_","32939090","Top gene in genome-wide CRISPR screens",2021-09-26,"FerrDb team","gene with protein product"
"Ferroptosis","CYP4F8","HGNC:2648","ENSG00000186526","_NA_","_NA_","Human","CYP4F8 :+: Ferroptosis","Screened",0,"_NA_","_NA_","32939090","Top gene in genome-wide CRISPR screens",2021-09-26,"FerrDb team","gene with protein product"
"Ferroptosis","MLLT1","HGNC:7134","ENSG00000130382","_NA_","_NA_","Human","MLLT1 :+: Ferroptosis","Screened",0,"_NA_","_NA_","32939090","Top gene in genome-wide CRISPR screens",2021-09-26,"FerrDb team","gene with protein product"
"Ferroptosis","TTPA","HGNC:12404","ENSG00000137561","_NA_","_NA_","Human","TTPA :+: Ferroptosis","Screened",0,"_NA_","_NA_","32939090","Top gene in genome-wide CRISPR screens",2021-09-26,"FerrDb team","gene with protein product"
"Ferroptosis","GRIA3","HGNC:4573","ENSG00000125675","_NA_","_NA_","Human","GRIA3 :+: Ferroptosis","Screened",0,"_NA_","_NA_","32939090","Top gene in genome-wide CRISPR screens",2021-09-26,"FerrDb team","gene with protein product"
"Ferroptosis","EPT1","_NA_","_NA_","_NA_","_NA_","Human","EPT1 :+: Ferroptosis","Screened",0,"_NA_","_NA_","32939090","Top gene in genome-wide CRISPR screens",2021-09-26,"FerrDb team","unknown"
"Ferroptosis","POM121L12","HGNC:25369","ENSG00000221900","_NA_","_NA_","Human","POM121L12 :+: Ferroptosis","Screened",0,"_NA_","_NA_","32939090","Top gene in genome-wide CRISPR screens",2021-09-26,"FerrDb team","gene with protein product"
"Ferroptosis","LIG3","HGNC:6600","ENSG00000005156","_NA_","_NA_","Human, mice","LIG3 :+: Ferroptosis","Screened",0,"_NA_","_NA_","32939090","Top gene in genome-wide CRISPR screens",2021-09-26,"FerrDb team","gene with protein product"
"Ferroptosis","AEBP2","HGNC:24051","ENSG00000139154","_NA_","_NA_","Human","AEBP2 :+: Ferroptosis","Screened",0,"_NA_","_NA_","32939090","Top gene in genome-wide CRISPR screens",2021-09-26,"FerrDb team","gene with protein product"
"Ferroptosis","AGPS","HGNC:327","ENSG00000018510","_NA_","Genome-wide CRISPR screens identify peroxisome components as contributors to ferroptosis susceptibility.","Human","AGPS :+: PUFA-ePLs, PUFA-ePLs :+: Ferroptosis","Validated",0,"_NA_","_NA_","32939090","_NA_",2021-09-26,"FerrDb team","gene with protein product"
"Ferroptosis","CDCA3","HGNC:14624","ENSG00000111665","_NA_","_NA_","Human","CDCA3 :+: Ferroptosis","Screened",0,"_NA_","_NA_","32939090","Top gene in genome-wide CRISPR screens",2021-09-26,"FerrDb team","gene with protein product"
"Ferroptosis","PEX2","HGNC:9717","ENSG00000164751","_NA_","Genome-wide CRISPR screens identify peroxisome components as contributors to ferroptosis susceptibility.","Human","PEX2 :+: PUFA-ePLs, PUFA-ePLs :+: Ferroptosis","Validated",0,"_NA_","_NA_","32939090","_NA_",2021-09-26,"FerrDb team","gene with protein product"
"Ferroptosis","LPCAT3","HGNC:30244","ENSG00000111684","_NA_","_NA_","Human","LPCAT3 :+: Ferroptosis","Screened",0,"_NA_","_NA_","32939090","Top gene in genome-wide CRISPR screens",2021-09-26,"FerrDb team","gene with protein product"
"Ferroptosis","PEX6","HGNC:8859","ENSG00000124587","_NA_","_NA_","Human","PEX6 :+: Ferroptosis","Screened",0,"_NA_","_NA_","32939090","Top gene in genome-wide CRISPR screens",2021-09-26,"FerrDb team","gene with protein product"
"Ferroptosis","TIMM9","HGNC:11819","ENSG00000100575","_NA_","_NA_","Human","TIMM9 :+: Ferroptosis","Screened",0,"_NA_","_NA_","32939090","Top gene in genome-wide CRISPR screens",2021-09-26,"FerrDb team","gene with protein product"
"Ferroptosis","DCAF7","HGNC:30915","ENSG00000136485","_NA_","_NA_","Human","DCAF7 :+: Ferroptosis","Screened",0,"_NA_","_NA_","32939090","Top gene in genome-wide CRISPR screens",2021-09-26,"FerrDb team","gene with protein product"
"Ferroptosis","LCE2C","HGNC:29460","ENSG00000187180","_NA_","_NA_","Human","LCE2C :+: Ferroptosis","Screened",0,"_NA_","_NA_","32939090","Top gene in genome-wide CRISPR screens",2021-09-26,"FerrDb team","gene with protein product"
"Ferroptosis","FAR1","HGNC:26222","ENSG00000197601","_NA_","Genome-wide CRISPR screens identify peroxisome components as contributors to ferroptosis susceptibility.","Human","FAR1 :+: PUFA-ePLs, PUFA-ePLs :+: Ferroptosis","Validated",0,"_NA_","_NA_","32939090","_NA_",2021-09-26,"FerrDb team","gene with protein product"
"Ferroptosis","PHF21A","HGNC:24156","ENSG00000135365","_NA_","_NA_","Human","PHF21A :+: Ferroptosis","Screened",0,"_NA_","_NA_","32939090","Top gene in genome-wide CRISPR screens",2021-09-26,"FerrDb team","gene with protein product"
"Ferroptosis","SMAD7","HGNC:6773","ENSG00000101665","_NA_","_NA_","Human","SMAD7 :+: Ferroptosis","Screened",0,"_NA_","_NA_","32939090","Top gene in genome-wide CRISPR screens",2021-09-26,"FerrDb team","gene with protein product"
"Ferroptosis","LYRM1","HGNC:25074","ENSG00000102897","_NA_","_NA_","Human","LYRM1 :+: Ferroptosis","Screened",0,"_NA_","_NA_","32939090","Top gene in genome-wide CRISPR screens",2021-09-26,"FerrDb team","gene with protein product"
"Ferroptosis","AMN","HGNC:14604","ENSG00000166126","_NA_","_NA_","Human","AMN :+: Ferroptosis","Screened",0,"_NA_","_NA_","32939090","Top gene in genome-wide CRISPR screens",2021-09-26,"FerrDb team","gene with protein product"
"Ferroptosis","PEX3","HGNC:8858","ENSG00000034693","_NA_","Genome-wide CRISPR screens identify peroxisome components as contributors to ferroptosis susceptibility.","Human","PEX3 :+: PUFA-ePLs, PUFA-ePLs :+: Ferroptosis","Validated",0,"_NA_","_NA_","32939090","_NA_",2021-09-26,"FerrDb team","gene with protein product"
"Ferroptosis","MTCH1","HGNC:17586","ENSG00000137409","_NA_","_NA_","Human","MTCH1 :+: Ferroptosis","Screened",0,"_NA_","_NA_","32939090","Top gene in genome-wide CRISPR screens",2021-09-26,"FerrDb team","gene with protein product"
"Ferroptosis","ZEB1","HGNC:11642","ENSG00000148516","_NA_","CDH1 silencing or ZEB1 overexpression increased the susceptibility to ferroptosis, whereas CDH overexpression or ZEB1 silencing decreased the susceptibility, in vitro and in vivo.","Human, mice","ZEB1 :+: Ferroptosis","Validated",0,"_NA_","_NA_","32896720","_NA_",2021-09-27,"FerrDb team","gene with protein product"
"Ferroptosis","SIRT1","HGNC:14929","ENSG00000096717","_NA_","Histone deacetylase SIRT1 gene silencing or pharmacological inhibition by EX-527 suppressed EMT and consequently decreased ferroptosis, whereas SIRT inducers, resveratrol and SRT1720, increased ferroptosis.","Human, mice","SIRT1 :+: EMT, EMT :+: Ferroptosis","Validated",0,"_NA_","_NA_","32896720","_NA_",2021-09-27,"FerrDb team","gene with protein product"
"Ferroptosis","ACADSB","HGNC:91","ENSG00000196177","_NA_","Overexpression of ACADSB inhibits CRC cell migration, invasion, and proliferation, while ACADSB knockdown has the opposite effect. More importantly, the study finds that ACADSB negatively regulates expression of glutathione reductase and glutathione peroxidase 4, the two main enzymes responsible for clearing glutathione (GSH) in CRC cells.","Human","ACADSB :-: GSR, GSR :-: Ferroptosis, ACADSB :-: GPX4, GPX4 :-: Ferroptosis, ACADSB :-: GSH, GSH :-: Ferroptosis","Deduced",0,"_NA_","_NA_","32776663","_NA_",2021-10-11,"FerrDb team","gene with protein product"
"Ferroptosis","PVT1","HGNC:9709","ENSG00000249859","_NA_","PVT1 silencing or miR-214 overexpression significantly reduced infarct size and suppressed ferroptosis in vivo.","Human, mice","PVT1 :+: Ferroptosis","Validated",0,"_NA_","_NA_","32827544","_NA_",2021-10-13,"FerrDb team","RNA, long non-coding"
"Ferroptosis","hsa_circ_0008367","_NA_","_NA_","_NA_","These evidences suggested cIARS to be a positive regulator of ferroptosis in HCC cells.","Human","hsa_circ_0008367 :+: Ferroptosis","Validated",0,"_NA_","_NA_","32802409","_NA_",2021-10-15,"FerrDb team","circular RNA"
"Ferroptosis","SLC39A14","HGNC:20858","ENSG00000104635","_NA_","Loss of hepatic Slc39a14 protects against ferroptosis-induced liver fibrosis in Trf-LKO mice","Mice","SLC39A14 :+: Ferroptosis","Validated",0,"_NA_","_NA_","32374849","_NA_",2021-10-17,"FerrDb team","gene with protein product"
"Ferroptosis","NCOA4","HGNC:7671","ENSG00000266412","_NA_","Additionally, NCOA4 expression was inhibited, which reduced degradation of ferritin and suppressed ferroptosis.","Human","NCOA4 :-: FTMT :-: Ferroptosis","Deduced",0,"_NA_","Q13772","32810738","_NA_",2021-10-28,"FerrDb team","gene with protein product"
"Ferroptosis","MAP3K11","HGNC:6850","ENSG00000173327","_NA_","Inhibition of MLK3 improves cardiac function and inhibits ferroptosis at week 8 of TAC.","Mice","MAP3K11 :+: Ferroptosis","Validated",0,"_NA_","Q16584","32710001","MLK3 in article.",2021-11-05,"FerrDb team","gene with protein product"
"Ferroptosis","GSK3B","HGNC:4617","ENSG00000082701","_NA_","Silence of GSK-3β blocked erastin-induced ferroptosis with less production of ROS and malondialdehyde (MDA) via upregulation of GPX4 and downregulation of arachidonate 15-lipoxygenase (Alox15), overexpression of GSK-3β enhanced erastin-triggered ferroptosis with elevated ROS and MDA","Human","GSK3B :+: Lipid ROS, Lipid ROS :+: Ferroptosis, GSK3B :-: GPX4, GPX4 :-: Ferroptosis","Validated",0,"_NA_","P49841","32642794","GSK-3β in article",2021-11-11,"FerrDb team","gene with protein product"
"Ferroptosis","MAPK8","HGNC:6881","ENSG00000107643","_NA_","Knockdown of JNK results in loss of SAS‑induced cell proliferation inhibition and cell death.","Human","MAPK8 :+: Ferroptosis","Validated",0,"_NA_","P45983","32782585","JNK in article.",2021-11-16,"FerrDb team","gene with protein product"
"Ferroptosis","BRD7","HGNC:14310","ENSG00000166164","_NA_","Upregulated BRD7 expression contributes to HSC ferroptosis.","Human, mice","BRD7 :+: Lipid ROS, Lipid ROS :+: Ferroptosis, BRD7 :-: GSH, GSH :-: Ferroptosis","Validated",0,"_NA_","Q9NPI1","32863216","_NA_",2021-11-18,"FerrDb team","gene with protein product"
"Ferroptosis","TP53","HGNC:11998","ENSG00000141510","_NA_","Additionally, p53 knockdown and S392A mutant both can reduced the classical ferroptotic events by BRD7 knockin, including redox-active iron overload, lipid ROS accumulation, GSH depletion, and lipid peroxidation.","Human, mice","TP53 :+: Lipid ROS, Lipid ROS :+: Ferroptosis, TP53 :-: GSH, GSH :-: Ferroptosis","Validated",0,"_NA_","P04637","32863216","p53 in article.",2021-11-18,"FerrDb team","gene with protein product"
"Ferroptosis","SLC25A28","HGNC:23472","ENSG00000155287","_NA_","As expected, shRNA-mediated knockdown of SLC25A28 completely abolished the mitochondrial iron accumulation, and, in turn, impaired BRD7 knockin-enhanced ferroptotic cell death (Fig. 4G) and classical ferroptotic events.","Human, mice","SLC25A28 :+: mitochondrial iron accumulation, mitochondrial iron accumulation :+: Ferroptosis","Validated",0,"_NA_","Q96A46","32863216","_NA_",2021-11-18,"FerrDb team","gene with protein product"
"Ferroptosis","ACSL4","HGNC:3571","ENSG00000068366","_NA_","Inhibition of ACSL4 suppresses ferroptosis, inflammation and lipid accumulation triggered by arsenic.","Rat","ACSL4 :+: Ferroptosis","Validated",0,"_NA_","O60488","32593899","_NA_",2021-11-18,"FerrDb team","gene with protein product"
"Ferroptosis","MFN2","HGNC:16877","ENSG00000116688","_NA_","Thus, Mfn2 appeared to act as a driving role in the evolution of ferroptosis and NASH induced by NaAsO2.","Rat","MFN2 :+: 5-HETE, 5-HETE :+: Ferroptosis","Validated",0,"_NA_","O95140","32593899","_NA_",2021-11-18,"FerrDb team","gene with protein product"
"Ferroptosis","ACSL4","HGNC:3571","ENSG00000068366","_NA_","Knockdown of ACSL4 expression by specific siRNA/sgRNA significantly attenuated sorafenib-induced lipid peroxidation and ferroptosis in Huh7 cells, and also rescued sorafenibinduced inhibition of xenograft tumor growth in vivo.","Human","ACSL4 :+: Lipid ROS, Lipid ROS :+: Ferroptosis","Validated",0,"_NA_","O60488","32541921","_NA_",2021-11-21,"FerrDb team","gene with protein product"
"Ferroptosis","SLC11A2","HGNC:10908","ENSG00000110911","_NA_","Overexpression of DMT1 promoted H/R-induced cell ferroptosis.","Human","SLC11A2 :+: Lipid ROS, Lipid ROS :+: Ferroptosis, SLC11A2 :+: ferrous iron, ferrous iron :+: Ferroptosis, SLC11A2 :+: iron deposition, iron deposition :+: Ferroptosis","Validated",0,"_NA_","P49281","32535745","DMT1 in article.",2021-11-21,"FerrDb team","gene with protein product"
"Ferroptosis","ZFAS1","HGNC:33101","ENSG00000177410","_NA_","lncRNA ZFAS1 promotes lung fibroblast-to-myofibroblast transition and ferroptosis via functioning as a ceRNA through miR-150- 5p/SLC38A1 axis.","Human, rat","ZFAS1 :+: SLC38A1, SLC38A1 :+: Ferroptosis, ZFAS1 :+: Lipid ROS, Lipid ROS :+: Ferroptosis","Validated",0,"_NA_","_NA_","32453709","_NA_",2021-12-01,"FerrDb team","RNA, long non-coding"
"Ferroptosis","SLC38A1","HGNC:13447","ENSG00000111371","_NA_","Mechanistically, silencing of lncRNA ZFAS1 attenuated ferroptosis and PF progression by lncRNA ZFAS1 acting as a competing endogenous RNA (ceRNA) and sponging miR-150-5p to downregulate SLC38A1 expression.","Human, rat","SLC38A1 :+: Ferroptosis","Deduced",0,"_NA_","Q9H2H9","32453709","_NA_",2021-12-01,"FerrDb team","gene with protein product"
"Ferroptosis","TSC1","HGNC:12362","ENSG00000165699","_NA_","Haploinsufficiency of Tsc1 in tubular cells prevents cisplatin-induced tubular cell death and AKI.","Human, mice","TSC1 :+: Ferroptosis","Validated",0,"Many studies revealed that apoptosis, necroptosis as well as ferroptosis all contribute to cisplatin-induced tubular cell death and AKI.","Q92574","32404875","_NA_",2021-12-02,"FerrDb team","gene with protein product"
"Ferroptosis","PEBP1","HGNC:8630","ENSG00000089220","_NA_","We found that PEBP1 KO HT22 cells demonstrated very high resistance to RSL3-induced ferroptosis compared with wild-type control cells.","Human","PEBP1 :+: Ferroptosis","Validated",0,"_NA_","P30086","32513718","_NA_",2021-12-02,"FerrDb team","gene with protein product"
"Ferroptosis","TGFB1","HGNC:11766","ENSG00000105329","_NA_","Therefore, PLC/PRF/5 cells and Huh7 cells were vulnerable to RSL3 in the presence of TGF-β1.","Human","TGFB1 :-: xCT, xCT :+: GSH, GSH :-: Ferroptosis","Deduced",0,"_NA_","P01137","32471991","TGF-β1 in article",2021-12-03,"FerrDb team","gene with protein product"
"Ferroptosis","SNCA","HGNC:11138","ENSG00000145335","_NA_","Alpha synuclein aggregation drives ferroptosis: an interplay of iron, calcium and lipid peroxidation.","Human","SNCA :+: Lipid ROS, Lipid ROS :+: Ferroptosis","Validated",0,"_NA_","P37840","32341450","Alpha synuclein in article.",2021-12-09,"FerrDb team","gene with protein product"
