id,rcd,symbol,hgncid,ensgstable,evidence,testin,pathway,confidence,experiments,caution,uniprotac,pmid,remark,latestupdate,datasource,uniformgenetype
94,Ferroptosis,SLC3A2,HGNC:11026,ENSG00000168003,Strongly correlated with resistance to ferroptosis inducers.,Human,SLC3A2 :?: Ferroptosis,Deduced,0,_NA_,P08195,31043744,May inhibit ferroptosis.,2022/3/9,FerrDb team,gene with protein product
95,Ferroptosis,SLC7A11,HGNC:11059,ENSG00000151012,Strongly correlated with resistance to ferroptosis inducers.,Human,SLC7A11 :?: Ferroptosis,Deduced,0,_NA_,Q9UPY5,31043744,May inhibit ferroptosis.,2022/3/9,FerrDb team,gene with protein product
96,Ferroptosis,TFAP2C,HGNC:11744,ENSG00000087510,Activated by ferroptosis inhibitor selenium.,Mice,TFAP2C :?: Ferroptosis,Deduced,0,_NA_,Q92754,31056284,May inhibit ferroptosis.,2022/3/9,FerrDb team,gene with protein product
97,Ferroptosis,SP1,HGNC:11205,ENSG00000185591,Activated by ferroptosis inhibitor selenium.,Mice,SP1 :?: Ferroptosis,Deduced,0,_NA_,P08047,31056284,May inhibit ferroptosis.,2022/3/9,FerrDb team,gene with protein product
98,Ferroptosis,HBA1,HGNC:4823,ENSG00000206172,Upregulated in cells treated with ferroptosis inducer erastin. Stimulates ferroptosis possibly in a GSH-dependent manner.,Human,HBA1 :?: Ferroptosis,Deduced,0,_NA_,P69905,31108460,May promote ferroptosis.,2022/3/9,FerrDb team,gene with protein product
99,Ferroptosis,NNMT,HGNC:7861,ENSG00000166741,Upregulated in cells treated with ferroptosis inducer erastin. Stimulates ferroptosis possibly in a GSH-dependent manner.,Human,NNMT :?: Ferroptosis,Deduced,0,_NA_,P40261,31108460,May promote ferroptosis.,2022/3/9,FerrDb team,gene with protein product
100,Ferroptosis,PLIN4,HGNC:29393,ENSG00000167676,Upregulated in cells treated with ferroptosis inducer erastin. Stimulates ferroptosis possibly in a GSH-dependent manner.,Human,PLIN4 :?: Ferroptosis,Deduced,0,_NA_,Q96Q06,31108460,May promote ferroptosis.,2022/3/9,FerrDb team,gene with protein product
101,Ferroptosis,HIC1,HGNC:4909,ENSG00000177374,Essential for stimulation of pro-ferroptotic gene transcription upon ferroptosis induction. ,Human,HIC1 :?: Ferroptosis,Deduced,0,_NA_,Q14526,31108460,May promote ferroptosis.,2022/3/9,FerrDb team,gene with protein product
102,Ferroptosis,STMN1,HGNC:6510,ENSG00000117632,Downregulated in cells treated with ferroptosis inducer erastin. Suppresses ferroptosis possibly in a GSH-dependent manner.,Human,STMN1 :?: Ferroptosis,Deduced,0,_NA_,P16949,31108460,May inhibit ferroptosis.,2022/3/9,FerrDb team,gene with protein product
103,Ferroptosis,RRM2,HGNC:10452,ENSG00000171848,Downregulated in cells treated with ferroptosis inducer erastin. Suppresses ferroptosis possibly in a GSH-dependent manner.,Human,RRM2 :?: Ferroptosis,Deduced,0,_NA_,P31350,31108460,May inhibit ferroptosis.,2022/3/9,FerrDb team,gene with protein product
104,Ferroptosis,CAPG,HGNC:1474,ENSG00000042493,Downregulated in cells treated with ferroptosis inducer erastin. Suppresses ferroptosis possibly in a GSH-dependent manner.,Human,CAPG :?: Ferroptosis,Deduced,0,_NA_,P40121,31108460,May inhibit ferroptosis.,2022/3/9,FerrDb team,gene with protein product
105,Ferroptosis,HNF4A,HGNC:5024,ENSG00000101076,Essential for stimulation of anti-ferroptotic gene transcription. ,Human,HNF4A :?: Ferroptosis,Deduced,0,_NA_,P41235,31108460,May inhibit ferroptosis.,2022/3/9,FerrDb team,gene with protein product
106,Ferroptosis,NGB,HGNC:14077,ENSG00000165553,Human neuroglobin (hNgb)-EGFP-expressing SH-SY5Y cells to be significantly more resistant to ferroptosis induction.,Human,NGB :?: Ferroptosis,Deduced,0,_NA_,Q9NPG2,31405213,May inhibit ferroptosis.,2022/3/9,FerrDb team,gene with protein product
107,Ferroptosis,YWHAE,HGNC:12851,ENSG00000108953,Required by RSL3 (a ferroptosis inducer) to inactivate GPX4 (a ferroptosis inhibitor).,Human,YWHAE :?: Ferroptosis,Deduced,0,_NA_,P62258,31581313,14-3-3epsilon in article. May promote ferroptosis.,2022/3/9,FerrDb team,gene with protein product
108,Ferroptosis,GABPB1,HGNC:4074,ENSG00000104064,Downregulated by lncRNA GABPB1-AS1 upon erastin treatment.,Human,GABPB1 :?: Ferroptosis,Deduced,0,_NA_,Q06547,31700067,May inhibit ferroptosis.,2022/3/9,FerrDb team,gene with protein product
109,Ferroptosis,AURKA,HGNC:11393,ENSG00000087586,"Inhibition of AURKA or reconstitution of miR-4715-3p inhibited GPX4 and induced cell death, suggesting a link between AURKA and ferroptosis.",Human,AURKA :?: Ferroptosis,Predicted,0,_NA_,O14965,31740746,May inhibit ferroptosis.,2022/3/9,FerrDb team,gene with protein product
110,Ferroptosis,MIR4715,HGNC:41666,ENSG00000266517,"Inhibition of AURKA or reconstitution of miR-4715-3p inhibited GPX4 and induced cell death, suggesting a link between AURKA and ferroptosis.",Human,MIR4715 :?: Ferroptosis,Predicted,0,_NA_,_NA_,31740746,miR-4715-3p in article. May promote ferroptosis.,2022/3/9,FerrDb team,"RNA, micro"
111,Ferroptosis,RIPK1,HGNC:10019,ENSG00000137275,Reduced expression results in resistance to ferroptosis.,Human,RIPK1 :?: Ferroptosis,Deduced,0,_NA_,Q13546,31827280,May promote ferroptosis.,2022/3/9,FerrDb team,gene with protein product
112,Ferroptosis,PRDX1,HGNC:9352,ENSG00000117450,Necessary to ferroptosis-related lipid peroxidation.,Human,PRDX1 :?: Ferroptosis,Deduced,0,_NA_,Q06830,31901729,May promote ferroptosis.,2022/3/9,FerrDb team,gene with protein product
113,Ferroptosis,MIR30B,HGNC:31625,ENSG00000207582,Upregulation of miR-30b-5p in preeclampsia models plays a pivotal role in ferroptosis.,"Human, rat",MIR30B :?: Ferroptosis,Deduced,0,_NA_,_NA_,31926626,miR-30b-5p in article. May promote ferroptosis.,2022/3/9,FerrDb team,"RNA, micro"
114,Ferroptosis,MMP13,HGNC:7159,ENSG00000137745,"Moreover, erastin, the most classic inducer of ferroptosis, promoted matrix metalloproteinase 13 (MMP13) expression while inhibited type II collagen (collagen II) expression in chondrocytes.",Human,MMP13 :?: Ferroptosis,Deduced,0,_NA_,P45452,33376672,May promote ferroptosis.,2022/3/9,FerrDb team,gene with protein product
115,Ferroptosis,LRRFIP1,HGNC:6702,ENSG00000124831,"Furthermore, LRRFIP1 levels were increased by pro-oxidant conditions such as ODG or the ferroptosis inducer erastin.",Rat,LRRFIP1 :?: Ferroptosis,Deduced,0,_NA_,Q32MZ4,33265962,May promote ferroptosis.,2022/3/9,FerrDb team,gene with protein product
116,Ferroptosis,CBR1,HGNC:1548,ENSG00000159228,"As expected, ROS levels increased in CBR1 knockdown cells (Fig. 2G–H).",Human,CBR1 :?: Ferroptosis,Deduced,0,_NA_,P16152,34673014,May inhibit ferroptosis.,2022/3/9,FerrDb team,gene with protein product
